id,player_id,first_name,last_name,position,height_feet,height_inches,height_total_inches,weight_pounds,jersey_number,college,country,draft_year,draft_round,draft_number,team_id
1159,434,Jayson,Tatum,F,6.0,8.0,80.0,,,,,,,,2
1160,435,Jeff,Teague,G,6.0,3.0,75.0,,,,,,,,1
1161,436,Garrett,Temple,G-F,6.0,5.0,77.0,,,,,,,,28
1162,437,Milos,Teodosic,G,6.0,5.0,77.0,,,,,,,,13
1163,438,Jared,Terrell,G,6.0,3.0,75.0,,,,,,,,18
1164,439,Daniel,Theis,F,6.0,8.0,80.0,,,,,,,,19
1165,440,Isaiah,Thomas,G,5.0,9.0,69.0,,,,,,,,24
1166,441,Khyri,Thomas,G,6.0,3.0,75.0,,,,,,,,9
1167,442,Lance,Thomas,F,6.0,8.0,80.0,,,,,,,,20
1168,443,Klay,Thompson,G,6.0,5.0,77.0,,,,,,,,7
1169,444,Tristan,Thompson,C-F,6.0,9.0,81.0,,,,,,,,6
1170,445,Sindarius,Thornwell,G,6.0,4.0,76.0,,,,,,,,13
1171,446,Anthony,Tolliver,F,6.0,8.0,80.0,,,,,,,,9
1172,447,Karl-Anthony,Towns,C,7.0,0.0,84.0,,,,,,,,20
1173,448,Gary,Trent Jr.,G,,,,,,,,,,,25
1174,449,Allonzo,Trier,G,6.0,5.0,77.0,,,,,,,,20
1175,450,PJ,Tucker,F,6.0,5.0,77.0,,,,,,,,20
1176,451,Evan,Turner,G-F,6.0,6.0,78.0,,,,,,,,23
1177,452,Myles,Turner,C-F,6.0,11.0,83.0,,,,,,,,12
1178,453,Ekpe,Udoh,C-F,6.0,10.0,82.0,,,,,,,,17
1179,454,Tyler,Ulis,G,5.0,10.0,70.0,,,,,,,,24
1180,455,Jonas,Valanciunas,C,6.0,11.0,83.0,,,,,,,,26
1181,456,Denzel,Valentine,G,6.0,4.0,76.0,,,,,,,,29
1182,457,Jarred,Vanderbilt,F,6.0,8.0,80.0,,,,,,,,14
1183,458,Fred,VanVleet,G,6.0,0.0,72.0,,,,,,,,11
1184,459,Noah,Vonleh,F,6.0,10.0,82.0,,,,,,,,2
1185,460,Nikola,Vucevic,C,6.0,10.0,82.0,,,,,,,,5
1186,461,Dwyane,Wade,G,6.0,4.0,76.0,,,,,,,,16
1187,462,Moritz,Wagner,C,6.0,11.0,83.0,,,,,,,,22
1188,463,Dion,Waiters,G,6.0,3.0,75.0,,,,,,,,6
1189,464,Lonnie,Walker IV,G,6.0,4.0,76.0,,,,,,,,23
1190,465,Kemba,Walker,G,6.0,0.0,72.0,,,,,,,,7
1191,466,Tyrone,Wallace,G,6.0,5.0,77.0,,,,,,,,13
1192,467,John,Wall,G,6.0,3.0,75.0,,,,,,,,13
1193,468,Brad,Wanamaker,G,6.0,3.0,75.0,,,,,,,,30
1194,469,T.J.,Warren,F,6.0,8.0,80.0,,,,,,,,20
1195,470,Yuta,Watanabe,G,6.0,9.0,81.0,,,,,,,,15
1196,471,Thomas,Welsh,C,7.0,0.0,84.0,,,,,,,,8
1197,472,Russell,Westbrook,G,6.0,4.0,76.0,,,,,,,,8
1198,473,Derrick,White,G,6.0,4.0,76.0,,,,,,,,2
1199,474,Hassan,Whiteside,C,7.0,0.0,84.0,,,,,,,,29
1200,475,Andrew,Wiggins,F-G,6.0,7.0,79.0,,,,,,,,16
1201,476,Robert,Williams III,C-F,6.0,9.0,81.0,,,,,,,,25
1202,477,Alan,Williams,F-C,6.0,8.0,80.0,,,,,,,,24
1203,478,C.J.,Williams,G,6.0,5.0,77.0,,,,,,,,13
1204,479,Johnathan,Williams,F,6.0,9.0,81.0,,,,,,,,14
1205,480,Kenrich,Williams,G-F,6.0,6.0,78.0,,,,,,,,21
1206,481,Lou,Williams,G,6.0,2.0,74.0,,,,,,,,1
1207,482,Marvin,Williams,F,6.0,8.0,80.0,,,,,,,,1
1208,483,Troy,Williams,F,6.0,7.0,79.0,,,,,,,,15
1209,484,D.J.,Wilson,F,6.0,10.0,82.0,,,,,,,,23
1210,485,Justise,Winslow,F,6.0,6.0,78.0,,,,,,,,25
1211,486,Christian,Wood,F,6.0,8.0,80.0,,,,,,,,14
1212,487,Delon,Wright,G,6.0,5.0,77.0,,,,,,,,20
1213,488,Guerschon,Yabusele,F,6.0,8.0,80.0,,,,,,,,23
1214,489,Thaddeus,Young,F,6.0,8.0,80.0,,,,,,,,24
1215,490,Trae,Young,G,6.0,1.0,73.0,,,,,,,,1
1216,491,Cody,Zeller,C,6.0,11.0,83.0,,,,,,,,19
1217,492,Ante,Zizic,C,6.0,10.0,82.0,,,,,,,,6
1218,493,Ivica,Zubac,C,7.0,0.0,84.0,,,,,,,,13
1219,494,Michael,Smith,,6.0,10.0,82.0,,,,,,,,2
1220,495,John,Morton,,6.0,3.0,75.0,,,,,,,,6
1221,496,Howard,Wright,,6.0,8.0,80.0,,,,,,,,22
1222,497,Michael,Ansley,,6.0,7.0,79.0,,,,,,,,22
1223,498,John,Salley,,6.0,11.0,83.0,,,,,,,,9
1224,499,Dan,Schayes,,6.0,11.0,83.0,,,,,,,,8
1225,500,Mark,Eaton,,7.0,4.0,88.0,,,,,,,,29
