team_id,team_name,season,games_played,wins,points_scored_total,points_allowed_total,point_diff_total,point_diff_avg,home_games,home_wins,losses,win_pct,points_per_game,points_allowed_per_game,away_games,away_wins,home_win_pct,away_win_pct,offensive_rating,defensive_rating,net_rating,win_pct_rank,offensive_rank,defensive_rank,point_diff_rank,win_pct_z,points_per_game_z,points_allowed_per_game_z,point_diff_avg_z
8,Denver Nuggets,2023-2024,35,22,4040,3892,148,4.228571428571429,16,12,13,0.6285714285714286,115.42857142857143,111.2,19,10,0.75,0.5263157894736842,115.42857142857143,111.2,4.228571428571428,8.0,13.0,3.0,8.0,0.7567145369379754,-0.011690303705046597,-0.932053487151511,0.7393662524292742
8,Denver Nuggets,2024-2025,76,46,9107,8809,298,3.9210526315789473,40,25,30,0.6052631578947368,119.82894736842105,115.90789473684211,36,21,0.625,0.5833333333333334,119.82894736842105,115.90789473684212,3.921052631578931,7.0,2.0,25.0,9.0,0.7138406710043823,1.7645940464223877,0.9889158772141605,0.6700516063247686
9,Detroit Pistons,2020-2021,67,19,7182,7467,-285,-4.253731343283582,33,12,48,0.2835820895522388,107.19402985074628,111.44776119402985,34,7,0.36363636363636365,0.20588235294117646,107.19402985074629,111.44776119402985,-4.253731343283562,29.0,26.0,11.0,25.0,-1.6594741550346128,-1.213465547042165,-0.21482981631225892,-0.8703579779264706
9,Detroit Pistons,2021-2022,76,22,7986,8569,-583,-7.671052631578948,36,12,54,0.2894736842105263,105.07894736842105,112.75,40,10,0.3333333333333333,0.25,105.07894736842105,112.75,-7.671052631578945,28.0,28.0,23.0,27.0,-1.4611783831761345,-1.5290659155976738,0.6340974504207333,-1.5409143119357134
9,Detroit Pistons,2022-2023,75,17,8325,8865,-540,-7.2,39,9,58,0.22666666666666666,111.0,118.2,36,8,0.23076923076923078,0.2222222222222222,111.0,118.2,-7.200000000000003,30.0,25.5,26.0,28.0,-2.303302910648218,-1.2494101938387934,1.0146185882080367,-1.8344770607151684
9,Detroit Pistons,2023-2024,36,3,3993,4413,-420,-11.666666666666666,18,2,33,0.08333333333333333,110.91666666666667,122.58333333333333,18,1,0.1111111111111111,0.05555555555555555,110.91666666666669,122.58333333333331,-11.666666666666629,30.0,26.0,27.0,30.0,-2.40121357844393,-1.0414871155521723,1.5107404565982125,-1.998770402600454
9,Detroit Pistons,2024-2025,75,40,8549,8413,136,1.8133333333333332,39,20,35,0.5333333333333333,113.98666666666666,112.17333333333333,36,20,0.5128205128205128,0.5555555555555556,113.98666666666666,112.17333333333335,1.8133333333333184,14.0,9.0,16.0,13.0,0.2664797641767979,0.4842188155092008,0.09306759609104792,0.3106201973781299
10,Golden State Warriors,2020-2021,72,39,8195,8111,84,1.1666666666666667,36,25,33,0.5416666666666666,113.81944444444444,112.65277777777777,36,14,0.6944444444444444,0.3888888888888889,113.81944444444443,112.65277777777777,1.1666666666666572,12.0,10.0,20.0,13.0,0.40844162614569207,0.5086171231121146,0.14554792887067974,0.3239147394375763
10,Golden State Warriors,2021-2022,101,68,11223,10630,593,5.871287128712871,51,40,33,0.6732673267326733,111.11881188118812,105.24752475247524,50,28,0.7843137254901961,0.56,111.11881188118812,105.24752475247524,5.871287128712879,3.0,11.0,5.0,4.0,1.323180555311694,0.3546188364899035,-1.3113489026314662,1.2989226948410553
10,Golden State Warriors,2022-2023,84,48,9956,9744,212,2.5238095238095237,43,35,36,0.5714285714285714,118.52380952380952,116.0,41,13,0.813953488372093,0.3170731707317073,118.52380952380952,116.0,2.5238095238095184,8.0,2.0,20.0,7.0,0.6766702705591667,1.6284890802639638,0.41770362440241016,0.7116850663440867
10,Golden State Warriors,2023-2024,35,16,4082,4104,-22,-0.6285714285714286,21,11,19,0.45714285714285713,116.62857142857143,117.25714285714285,14,5,0.5238095238095238,0.35714285714285715,116.62857142857143,117.25714285714284,-0.628571428571405,21.0,10.0,21.0,19.0,-0.23617115872795116,0.2621976082585169,0.36777244735994963,-0.09733218619574764
10,Golden State Warriors,2024-2025,77,44,8558,8278,280,3.6363636363636362,38,21,33,0.5714285714285714,111.14285714285714,107.50649350649351,39,23,0.5526315789473685,0.5897435897435898,111.14285714285714,107.50649350649351,3.636363636363626,13.0,17.0,5.0,10.0,0.503409582426947,-0.13902122748074577,-1.0264160555161574,0.6215033168314691
11,Houston Rockets,2020-2021,65,16,7079,7587,-508,-7.815384615384615,32,8,49,0.24615384615384617,108.9076923076923,116.72307692307692,33,8,0.25,0.24242424242424243,108.9076923076923,116.72307692307692,-7.815384615384616,30.0,23.0,27.0,27.0,-1.959369856090307,-0.7680491315309463,1.3628301206565159,-1.6550946935278572
11,Houston Rockets,2021-2022,76,17,8341,9014,-673,-8.855263157894736,39,10,59,0.2236842105263158,109.75,118.60526315789474,37,7,0.2564102564102564,0.1891891891891892,109.75,118.60526315789474,-8.85526315789474,29.0,16.0,30.0,28.0,-1.9384700545734028,-0.07227982383933644,2.152409738148096,-1.7892439902610857
11,Houston Rockets,2022-2023,78,20,8635,9250,-615,-7.884615384615385,38,12,58,0.2564102564102564,110.7051282051282,118.58974358974359,40,8,0.3157894736842105,0.2,110.7051282051282,118.58974358974359,-7.884615384615387,29.0,29.0,28.0,29.0,-2.046212151708524,-1.362200306577485,1.120365761283159,-2.0137423743395844
11,Houston Rockets,2023-2024,33,17,3721,3640,81,2.4545454545454546,20,15,16,0.5151515151515151,112.75757575757575,110.3030303030303,13,2,0.75,0.15384615384615385,112.75757575757576,110.3030303030303,2.4545454545454675,17.0,23.0,2.0,10.0,0.0998053140478927,-0.6213181596989819,-1.1245377164473782,0.4337699777870871
11,Houston Rockets,2024-2025,76,48,8591,8206,385,5.065789473684211,36,26,28,0.631578947368421,113.03947368421052,107.97368421052632,40,22,0.7222222222222222,0.55,113.03947368421052,107.97368421052632,5.065789473684205,5.0,13.0,7.0,5.0,0.8775092954534983,0.276635083137791,-0.9143461378087516,0.8652646863461451
12,Indiana Pacers,2020-2021,68,33,7911,7886,25,0.36764705882352944,33,13,35,0.4852941176470588,116.33823529411765,115.97058823529412,35,20,0.3939393939393939,0.5714285714285714,116.33823529411765,115.9705882352941,0.3676470588235503,16.0,5.0,25.0,15.0,-0.043246285803117054,1.1633031070037685,1.1377874281025329,0.14786727640363256
12,Indiana Pacers,2021-2022,75,23,8312,8570,-258,-3.44,37,14,52,0.30666666666666664,110.82666666666667,114.26666666666667,38,9,0.3783783783783784,0.23684210526315788,110.82666666666665,114.26666666666667,-3.440000000000012,27.0,13.0,25.0,23.0,-1.3364461597176485,0.26350595062529947,1.0273801388822474,-0.6536599634656368
12,Indiana Pacers,2022-2023,75,30,8726,9018,-292,-3.8933333333333335,38,17,45,0.4,116.34666666666666,120.24,37,13,0.4473684210526316,0.35135135135135137,116.34666666666666,120.24,-3.893333333333331,25.0,9.0,29.0,25.0,-0.8050843499306926,0.7957197460109385,1.5681215546459786,-0.968632309965929
12,Indiana Pacers,2023-2024,35,20,4389,4310,79,2.257142857142857,20,13,15,0.5714285714285714,125.4,123.14285714285714,15,7,0.65,0.4666666666666667,125.4,123.14285714285714,2.257142857142867,13.5,1.0,28.0,11.0,0.42575263838266647,2.264187821896941,1.6308108554229743,0.3997651214579418
12,Indiana Pacers,2024-2025,75,44,8525,8353,172,2.2933333333333334,35,24,31,0.5866666666666667,113.66666666666667,111.37333333333333,40,20,0.6857142857142857,0.5,113.66666666666669,111.37333333333333,2.2933333333333508,11.0,11.0,13.0,12.0,0.5981815097270069,0.4140886566195098,-0.09883676628605419,0.39247506127674847
13,LA Clippers,2020-2021,86,53,9784,9322,462,5.372093023255814,46,31,33,0.6162790697674418,113.76744186046511,108.3953488372093,40,22,0.6739130434782609,0.55,113.76744186046511,108.3953488372093,5.372093023255815,6.0,11.0,4.0,3.0,1.0062772952467958,0.49510057295399673,-1.1276981513671787,1.2504935540077269
13,LA Clippers,2021-2022,72,39,7829,7744,85,1.1805555555555556,39,24,33,0.5416666666666666,108.73611111111111,107.55555555555556,33,15,0.6153846153846154,0.45454545454545453,108.73611111111111,107.55555555555557,1.180555555555543,13.0,20.0,10.0,14.0,0.3684396905133948,-0.3884867579972095,-0.7128597426617427,0.3152733885840023
13,LA Clippers,2022-2023,85,45,9691,9651,40,0.47058823529411764,43,23,40,0.5294117647058824,114.01176470588236,113.54117647058824,42,22,0.5348837209302325,0.5238095238095238,114.01176470588236,113.54117647058824,0.470588235294116,12.0,14.0,13.0,15.0,0.31349511847831907,-0.09739332879214768,-0.24943662926269972,0.1740527453397559
13,LA Clippers,2023-2024,34,22,3986,3795,191,5.617647058823529,18,14,12,0.6470588235294118,117.23529411764706,111.61764705882354,16,8,0.7777777777777778,0.5,117.23529411764706,111.61764705882354,5.617647058823522,5.0,9.0,8.0,5.0,0.8637904452941051,0.4006759503017176,-0.842428974186444,0.9786504252748038
13,LA Clippers,2024-2025,78,48,8590,8168,422,5.410256410256411,39,30,30,0.6153846153846154,110.12820512820512,104.71794871794872,39,18,0.7692307692307693,0.46153846153846156,110.12820512820512,104.71794871794872,5.410256410256409,6.0,21.0,2.0,4.0,0.7767901419463503,-0.3613890618722846,-1.6953334425232602,0.9240069659517524
14,Los Angeles Lakers,2020-2021,77,44,8371,8199,172,2.2337662337662336,40,23,33,0.5714285714285714,108.71428571428571,106.48051948051948,37,21,0.575,0.5675675675675675,108.71428571428571,106.48051948051948,2.2337662337662323,9.0,24.0,2.0,8.0,0.6469103995348151,-0.8183195165896964,-1.700355735736433,0.5590280830257338
14,Los Angeles Lakers,2021-2022,79,28,8703,9077,-374,-4.734177215189874,41,19,51,0.35443037974683544,110.16455696202532,114.89873417721519,38,9,0.4634146341463415,0.23684210526315788,110.1645569620253,114.89873417721519,-4.734177215189888,23.0,15.0,27.0,24.0,-0.9899283785054136,0.05701026645791781,1.1912798376763354,-0.9250497243251228
14,Los Angeles Lakers,2022-2023,90,47,10444,10394,50,0.5555555555555556,44,26,43,0.5222222222222223,116.04444444444445,115.4888888888889,46,21,0.5909090909090909,0.45652173913043476,116.04444444444445,115.48888888888888,0.5555555555555713,13.0,10.0,18.0,14.0,0.2513518146778186,0.6801180536503588,0.27902641058898336,0.19630128613620615
14,Los Angeles Lakers,2023-2024,39,20,4448,4479,-31,-0.7948717948717948,21,14,19,0.5128205128205128,114.05128205128206,114.84615384615384,18,6,0.6666666666666666,0.3333333333333333,114.05128205128204,114.84615384615385,-0.7948717948718098,18.0,19.0,16.0,20.0,0.08630453730029831,-0.32604273013453156,-0.1496110976905131,-0.12597932730704176
14,Los Angeles Lakers,2024-2025,79,47,8718,8649,69,0.8734177215189873,40,30,32,0.5949367088607594,110.35443037974683,109.48101265822785,39,17,0.75,0.4358974358974359,110.35443037974683,109.48101265822784,0.8734177215189902,10.0,20.0,9.0,15.0,0.6496162740686529,-0.311810271761408,-0.5527675069974617,0.15033547970885885
15,Memphis Grizzlies,2020-2021,76,41,8633,8550,83,1.0921052631578947,37,19,35,0.5394736842105263,113.59210526315789,112.5,39,22,0.5135135135135135,0.5641025641025641,113.59210526315788,112.5,1.092105263157876,13.0,13.0,19.0,14.0,0.390870242843336,0.4495269546699751,0.09985751115180543,0.3074866745952096
15,Memphis Grizzlies,2021-2022,89,60,10292,9743,549,6.168539325842697,45,33,29,0.6741573033707865,115.64044943820225,109.47191011235955,44,27,0.7333333333333333,0.6136363636363636,115.64044943820225,109.47191011235955,6.168539325842701,2.0,2.0,12.0,2.0,1.3296371875557595,1.7648060522147078,-0.21593507970876513,1.3612566640588526
15,Memphis Grizzlies,2022-2023,84,51,9779,9498,281,3.3452380952380953,43,36,33,0.6071428571428571,116.41666666666667,113.07142857142857,41,15,0.8372093023255814,0.36585365853658536,116.41666666666669,113.07142857142857,3.345238095238116,5.0,8.0,12.0,5.0,0.9853691498278874,0.8224951379915176,-0.37689097027391055,0.9267746681647143
15,Memphis Grizzlies,2023-2024,34,13,3687,3854,-167,-4.911764705882353,15,3,21,0.38235294117647056,108.44117647058823,113.3529411764706,19,10,0.2,0.5263157894736842,108.44117647058823,113.3529411764706,-4.911764705882362,25.0,29.0,13.0,25.0,-0.669341878895929,-1.606492816294001,-0.47004543440201446,-0.8351612418482972
15,Memphis Grizzlies,2024-2025,77,46,9257,8901,356,4.623376623376624,37,24,31,0.5974025974025974,120.22077922077922,115.59740259740259,40,22,0.6486486486486487,0.55,120.22077922077922,115.59740259740259,4.623376623376629,8.5,1.0,24.0,6.0,0.6649526403247761,1.85046664037214,0.9144348821613566,0.7898195954108795
16,Miami Heat,2020-2021,68,36,7331,7404,-73,-1.0735294117647058,36,19,32,0.5294117647058824,107.80882352941177,108.88235294117646,32,17,0.5277777777777778,0.53125,107.80882352941177,108.88235294117646,-1.0735294117646959,14.0,25.0,6.0,21.0,0.3102486018089947,-1.0536679185651092,-0.9820524870256503,-0.16966618452875679
16,Miami Heat,2021-2022,90,57,9804,9382,422,4.688888888888889,46,31,33,0.6333333333333333,108.93333333333334,104.24444444444444,44,26,0.6739130434782609,0.5909090909090909,108.93333333333334,104.24444444444444,4.688888888888897,4.0,19.0,2.0,6.0,1.0334660859935891,-0.3269780119007461,-1.5714549160062958,1.0509730541116529
16,Miami Heat,2022-2023,101,56,11045,11019,26,0.25742574257425743,50,33,45,0.5544554455445545,109.35643564356435,109.0990099009901,51,23,0.66,0.45098039215686275,109.35643564356434,109.0990099009901,0.25742574257424167,11.0,30.0,2.0,17.0,0.5299618922928446,-1.878082763679766,-1.4547074006764438,0.1182365279875037
16,Miami Heat,2023-2024,34,20,3828,3789,39,1.1470588235294117,15,10,14,0.5882352941176471,112.58823529411765,111.44117647058823,19,10,0.6666666666666666,0.5263157894736842,112.58823529411765,111.44117647058823,1.1470588235294201,11.0,24.0,6.0,16.0,0.5230943732518752,-0.6599684146552157,-0.8802984867068967,0.20854044370298436
16,Miami Heat,2024-2025,74,30,7888,7974,-86,-1.162162162162162,37,17,44,0.40540540540540543,106.5945945945946,107.75675675675676,37,13,0.4594594594594595,0.35135135135135137,106.5945945945946,107.75675675675674,-1.1621621621621472,22.0,26.0,6.0,18.0,-0.5291561795416084,-1.135803649923527,-0.9663827936809207,-0.1967939251525709
17,Milwaukee Bucks,2020-2021,91,58,10658,10186,472,5.186813186813187,45,33,33,0.6373626373626373,117.12087912087912,111.93406593406593,46,25,0.7333333333333333,0.5434782608695652,117.12087912087912,111.93406593406593,5.186813186813197,5.0,2.0,15.0,4.0,1.1752104513507182,1.3667284703389342,-0.06939330693170609,1.20967096988477
