team_id,season,win_pct,points_per_game,points_allowed_per_game,point_diff_avg,wins_rank,offense_rank,defense_rank,diff_rank,overall_rank
10,2021-2022,0.6732673267326733,111.11881188118812,105.24752475247524,5.871287128712871,3.0,11.0,5.0,4.0,4.0
10,2022-2023,0.5714285714285714,118.52380952380952,116.0,2.5238095238095237,8.0,2.0,20.0,7.0,6.0
10,2023-2024,0.45714285714285713,116.62857142857143,117.25714285714285,-0.6285714285714286,21.0,10.0,21.0,19.0,18.0
10,2024-2025,0.5714285714285714,111.14285714285714,107.50649350649351,3.6363636363636362,13.0,17.0,5.0,10.0,11.0
11,2020-2021,0.24615384615384617,108.9076923076923,116.72307692307692,-7.815384615384615,30.0,23.0,27.0,27.0,28.0
11,2021-2022,0.2236842105263158,109.75,118.60526315789474,-8.855263157894736,29.0,16.0,30.0,28.0,27.0
11,2022-2023,0.2564102564102564,110.7051282051282,118.58974358974359,-7.884615384615385,29.0,29.0,28.0,29.0,30.0
11,2023-2024,0.5151515151515151,112.75757575757575,110.3030303030303,2.4545454545454546,17.0,23.0,2.0,10.0,12.0
11,2024-2025,0.631578947368421,113.03947368421052,107.97368421052632,5.065789473684211,5.0,13.0,7.0,5.0,4.0
12,2020-2021,0.4852941176470588,116.33823529411765,115.97058823529412,0.36764705882352944,16.0,5.0,25.0,15.0,15.0
12,2021-2022,0.30666666666666664,110.82666666666667,114.26666666666667,-3.44,27.0,13.0,25.0,23.0,23.0
12,2022-2023,0.4,116.34666666666666,120.24,-3.8933333333333335,25.0,9.0,29.0,25.0,24.0
12,2023-2024,0.5714285714285714,125.4,123.14285714285714,2.257142857142857,13.0,1.0,28.0,11.0,13.0
12,2024-2025,0.5866666666666667,113.66666666666667,111.37333333333333,2.2933333333333334,11.0,11.0,13.0,12.0,12.0
13,2020-2021,0.6162790697674418,113.76744186046511,108.3953488372093,5.372093023255814,6.0,11.0,4.0,3.0,3.0
13,2021-2022,0.5416666666666666,108.73611111111111,107.55555555555556,1.1805555555555556,13.0,20.0,10.0,14.0,14.0
13,2022-2023,0.5294117647058824,114.01176470588236,113.54117647058824,0.47058823529411764,12.0,14.0,13.0,15.0,12.0
13,2023-2024,0.6470588235294118,117.23529411764706,111.61764705882354,5.617647058823529,5.0,9.0,8.0,5.0,3.0
13,2024-2025,0.6153846153846154,110.12820512820512,104.71794871794872,5.410256410256411,6.0,21.0,2.0,4.0,6.0
14,2020-2021,0.5714285714285714,108.71428571428571,106.48051948051948,2.2337662337662336,9.0,24.0,2.0,8.0,9.0
14,2021-2022,0.35443037974683544,110.16455696202532,114.89873417721519,-4.734177215189874,23.0,15.0,27.0,24.0,24.0
14,2022-2023,0.5222222222222223,116.04444444444445,115.4888888888889,0.5555555555555556,13.0,10.0,18.0,14.0,13.0
14,2023-2024,0.5128205128205128,114.05128205128206,114.84615384615384,-0.7948717948717948,18.0,19.0,16.0,20.0,19.0
14,2024-2025,0.5949367088607594,110.35443037974683,109.48101265822785,0.8734177215189873,10.0,20.0,9.0,15.0,14.0
15,2020-2021,0.5394736842105263,113.59210526315789,112.5,1.0921052631578947,13.0,13.0,19.0,14.0,14.0
15,2021-2022,0.6741573033707865,115.64044943820225,109.47191011235955,6.168539325842697,2.0,2.0,12.0,2.0,1.0
15,2022-2023,0.6071428571428571,116.41666666666667,113.07142857142857,3.3452380952380953,5.0,8.0,12.0,5.0,4.0
15,2023-2024,0.38235294117647056,108.44117647058823,113.3529411764706,-4.911764705882353,25.0,29.0,13.0,25.0,25.0
15,2024-2025,0.5974025974025974,120.22077922077922,115.59740259740259,4.623376623376624,8.0,1.0,24.0,6.0,7.0
16,2020-2021,0.5294117647058824,107.80882352941177,108.88235294117646,-1.0735294117647058,14.0,25.0,6.0,21.0,16.0
16,2021-2022,0.6333333333333333,108.93333333333334,104.24444444444444,4.688888888888889,4.0,19.0,2.0,6.0,5.0
16,2022-2023,0.5544554455445545,109.35643564356435,109.0990099009901,0.25742574257425743,11.0,30.0,2.0,17.0,14.0
16,2023-2024,0.5882352941176471,112.58823529411765,111.44117647058823,1.1470588235294117,11.0,24.0,6.0,16.0,15.0
16,2024-2025,0.40540540540540543,106.5945945945946,107.75675675675676,-1.162162162162162,22.0,26.0,6.0,18.0,19.0
17,2020-2021,0.6373626373626373,117.12087912087912,111.93406593406593,5.186813186813187,5.0,2.0,15.0,4.0,4.0
17,2021-2022,0.5977011494252874,113.79310344827586,110.65517241379311,3.1379310344827585,8.0,4.0,15.0,7.0,7.0
17,2022-2023,0.6626506024096386,116.83132530120481,113.98795180722891,2.8433734939759034,3.0,6.0,15.0,6.0,4.0
17,2023-2024,0.6756756756756757,124.1891891891892,119.27027027027027,4.918918918918919,4.0,2.0,24.0,6.0,8.0
17,2024-2025,0.5974025974025974,113.59740259740259,110.85714285714286,2.74025974025974,8.0,12.0,12.0,11.0,9.0
18,2020-2021,0.3235294117647059,112.3970588235294,117.76470588235294,-5.367647058823529,25.0,15.0,28.0,26.0,26.0
18,2021-2022,0.5476190476190477,115.88095238095238,113.64285714285714,2.238095238095238,12.0,1.0,24.0,10.0,10.0
18,2022-2023,0.49411764705882355,115.31764705882352,115.67058823529412,-0.35294117647058826,16.0,11.0,19.0,21.0,19.0
18,2023-2024,0.7352941176470589,113.55882352941177,106.73529411764706,6.823529411764706,2.0,21.0,1.0,4.0,5.0
18,2024-2025,0.5769230769230769,112.67948717948718,108.1025641025641,4.576923076923077,12.0,15.0,8.0,7.0,8.0
19,2020-2021,0.4411764705882353,114.07352941176471,114.32352941176471,-0.25,21.0,8.0,23.0,18.0,17.0
19,2021-2022,0.4235294117647059,109.6470588235294,110.5764705882353,-0.9294117647058824,21.0,17.0,14.0,20.0,21.0
19,2022-2023,0.5,114.35,112.45,1.9,15.0,13.0,11.0,11.0,11.0
19,2023-2024,0.5945945945945946,116.32432432432432,111.56756756756756,4.756756756756757,9.0,11.0,7.0,7.0,7.0
19,2024-2025,0.25675675675675674,108.55405405405405,117.43243243243244,-8.878378378378379,27.0,22.0,26.0,28.0,28.0
20,2020-2021,0.5285714285714286,106.37142857142857,104.8,1.5714285714285714,15.0,27.0,1.0,12.0,12.0
20,2021-2022,0.45454545454545453,106.11688311688312,106.07792207792208,0.03896103896103896,20.0,26.0,6.0,18.0,20.0
20,2022-2023,0.5581395348837209,113.93023255813954,111.80232558139535,2.127906976744186,9.0,15.0,9.0,8.0,8.0
20,2023-2024,0.5714285714285714,115.11428571428571,111.74285714285715,3.3714285714285714,13.0,17.0,9.0,9.0,11.0
20,2024-2025,0.6338028169014085,114.52112676056338,109.98591549295774,4.535211267605634,4.0,8.0,11.0,8.0,5.0
21,2020-2021,0.3,105.17142857142858,116.15714285714286,-10.985714285714286,27.0,28.0,26.0,30.0,30.0
21,2021-2022,0.32432432432432434,104.16216216216216,111.79729729729729,-7.635135135135135,25.0,29.0,18.0,26.0,26.0
21,2022-2023,0.4473684210526316,116.92105263157895,117.05263157894737,-0.13157894736842105,22.0,5.0,21.0,20.0,20.0
21,2023-2024,0.6857142857142857,122.8,114.42857142857143,8.371428571428572,3.0,3.0,15.0,2.0,2.0
21,2024-2025,0.7945205479452054,117.52054794520548,105.68493150684931,11.835616438356164,1.0,4.0,4.0,1.0,1.0
22,2020-2021,0.29411764705882354,103.80882352941177,113.23529411764706,-9.426470588235293,28.0,30.0,22.0,29.0,29.0
22,2021-2022,0.2222222222222222,103.09722222222223,112.34722222222223,-9.25,30.0,30.0,22.0,30.0,30.0
22,2022-2023,0.41333333333333333,110.96,114.01333333333334,-3.0533333333333332,24.0,27.0,16.0,24.0,25.0
22,2023-2024,0.5757575757575758,113.66666666666667,111.9090909090909,1.7575757575757576,12.0,20.0,10.0,13.0,14.0
22,2024-2025,0.4666666666666667,103.2,104.14666666666666,-0.9466666666666667,18.0,30.0,1.0,17.0,16.0
23,2020-2021,0.654320987654321,113.5925925925926,108.01234567901234,5.580246913580247,3.0,12.0,3.0,2.0,2.0
23,2021-2022,0.6136363636363636,108.5340909090909,106.7159090909091,1.8181818181818181,6.0,23.0,7.0,12.0,11.0
23,2022-2023,0.6666666666666666,113.42222222222222,109.54444444444445,3.8777777777777778,1.0,19.0,3.0,4.0,3.0
23,2023-2024,0.6388888888888888,119.86111111111111,112.05555555555556,7.805555555555555,6.0,6.0,12.0,3.0,3.0
23,2024-2025,0.2857142857142857,108.42857142857143,114.55844155844156,-6.12987012987013,26.0,23.0,23.0,25.0,26.0
24,2020-2021,0.6896551724137931,112.97701149425288,108.44827586206897,4.528735632183908,1.0,14.0,5.0,6.0,4.0
24,2021-2022,0.7471264367816092,113.57471264367815,107.59770114942529,5.977011494252873,1.0,5.0,11.0,3.0,2.0
24,2022-2023,0.5764705882352941,113.65882352941176,111.5764705882353,2.0823529411764707,7.0,17.0,8.0,10.0,9.0
24,2023-2024,0.5428571428571428,115.48571428571428,114.31428571428572,1.1714285714285715,16.0,12.0,14.0,15.0,15.0
24,2024-2025,0.4342105263157895,110.5657894736842,113.30263157894737,-2.736842105263158,20.0,18.0,20.0,22.0,22.0
25,2020-2021,0.5540540540540541,116.45945945945945,114.55405405405405,1.9054054054054055,11.0,4.0,24.0,10.0,11.0
25,2021-2022,0.32432432432432434,106.10810810810811,115.12162162162163,-9.013513513513514,25.0,27.0,28.0,29.0,29.0
25,2022-2023,0.3783783783783784,113.54054054054055,118.10810810810811,-4.5675675675675675,26.0,18.0,25.0,26.0,26.0
25,2023-2024,0.29411764705882354,107.17647058823529,116.73529411764706,-9.558823529411764,26.0,30.0,19.0,26.0,26.0
25,2024-2025,0.38961038961038963,107.62337662337663,111.63636363636364,-4.012987012987013,23.0,25.0,15.0,23.0,23.0
26,2020-2021,0.4264705882352941,114.05882352941177,118.17647058823529,-4.117647058823529,22.0,9.0,29.0,24.0,24.0
26,2021-2022,0.34210526315789475,109.51315789473684,116.01315789473684,-6.5,24.0,18.0,29.0,25.0,25.0
26,2022-2023,0.5555555555555556,120.18518518518519,118.06172839506173,2.123456790123457,10.0,1.0,24.0,9.0,10.0
26,2023-2024,0.6388888888888888,118.36111111111111,117.08333333333333,1.2777777777777777,6.0,7.0,20.0,14.0,9.0
26,2024-2025,0.49333333333333335,113.85333333333334,112.53333333333333,1.32,16.0,10.0,17.0,14.0,15.0
27,2020-2021,0.4696969696969697,111.18181818181819,111.96969696969697,-0.7878787878787878,17.0,20.0,16.0,19.0,19.0
27,2021-2022,0.4155844155844156,112.48051948051948,112.18181818181819,0.2987012987012987,22.0,7.0,20.0,16.0,17.0
27,2022-2023,0.28,113.06666666666666,123.12,-10.053333333333333,28.0,21.0,30.0,30.0,28.0
27,2023-2024,0.12121212121212122,111.06060606060606,122.54545454545455,-11.484848484848484,29.0,25.0,26.0,29.0,29.0
27,2024-2025,0.41333333333333333,111.14666666666666,113.36,-2.2133333333333334,21.0,16.0,21.0,21.0,21.0
28,2020-2021,0.3880597014925373,111.85074626865672,112.08955223880596,-0.23880597014925373,24.0,19.0,17.0,17.0,22.0
28,2021-2022,0.5679012345679012,108.55555555555556,107.34567901234568,1.2098765432098766,11.0,22.0,9.0,13.0,13.0
28,2022-2023,0.48717948717948717,112.62820512820512,111.33333333333333,1.294871794871795,19.0,22.0,7.0,12.0,14.0
28,2023-2024,0.3939393939393939,115.24242424242425,115.72727272727273,-0.48484848484848486,24.0,15.0,17.0,18.0,21.0
28,2024-2025,0.35526315789473684,108.10526315789474,112.85526315789474,-4.75,24.0,24.0,18.0,24.0,24.0
29,2020-2021,0.6753246753246753,116.12987012987013,109.23376623376623,6.896103896103896,2.0,6.0,7.0,1.0,1.0
29,2021-2022,0.575,112.425,107.25,5.175,10.0,8.0,8.0,5.0,5.0
29,2022-2023,0.4533333333333333,117.41333333333333,118.36,-0.9466666666666667,21.0,4.0,27.0,22.0,22.0
29,2023-2024,0.4864864864864865,115.37837837837837,117.70270270270271,-2.324324324324324,19.0,14.0,23.0,24.0,23.0
29,2024-2025,0.21052631578947367,110.5,119.44736842105263,-8.947368421052632,29.0,19.0,30.0,29.0,29.0
30,2020-2021,0.4583333333333333,116.52777777777777,118.83333333333333,-2.3055555555555554,19.0,3.0,30.0,23.0,21.0
30,2021-2022,0.4594594594594595,108.62162162162163,111.25675675675676,-2.635135135135135,19.0,21.0,16.0,22.0,22.0
30,2022-2023,0.4358974358974359,113.1923076923077,114.26923076923077,-1.0769230769230769,23.0,20.0,17.0,23.0,23.0
30,2023-2024,0.16216216216216217,115.1891891891892,125.94594594594595,-10.756756756756756,28.0,16.0,30.0,27.0,26.0
30,2024-2025,0.18421052631578946,105.34210526315789,117.8157894736842,-12.473684210526315,30.0,27.0,27.0,30.0,30.0
