game_id,date,datetime,season,status,period,time,postseason,home_team_score,visitor_team_score,home_team_id,home_team_conference,home_team_name,visitor_team_id,visitor_team_conference,visitor_team_name,point_diff,total_points,home_team_won,day_of_week,month,year,hour
858221,2023-02-13,,2022-2023,Final,4,Final,False,127,115,25,West,Portland Trail Blazers,14,West,Los Angeles Lakers,12,242,1,Monday,February,2023,
858213,2023-02-13,,2022-2023,Final,4,Final,False,117,109,6,East,Cleveland Cavaliers,27,West,San Antonio Spurs,8,226,1,Monday,February,2023,
858225,2023-02-14,,2022-2023,Final,4,Final,False,120,109,24,West,Phoenix Suns,26,West,Sacramento Kings,11,229,1,Tuesday,February,2023,
858234,2023-02-15,,2022-2023,Final,4,Final,False,133,96,21,West,Oklahoma City Thunder,11,West,Houston Rockets,37,229,1,Wednesday,February,2023,
858243,2023-02-23,,2022-2023,Final,4,Final,False,109,115,6,East,Cleveland Cavaliers,8,West,Denver Nuggets,-6,224,0,Thursday,February,2023,
858252,2023-02-24,,2022-2023,Final,4,Final,False,124,115,24,West,Phoenix Suns,21,West,Oklahoma City Thunder,9,239,1,Friday,February,2023,
858268,2023-02-26,,2022-2023,Final,4,Final,False,108,111,7,West,Dallas Mavericks,14,West,Los Angeles Lakers,-3,219,0,Sunday,February,2023,
858276,2023-02-27,,2022-2023,Final,4,Final,False,117,106,4,East,Charlotte Hornets,9,East,Detroit Pistons,11,223,1,Monday,February,2023,
858283,2023-02-28,,2022-2023,Final,4,Final,False,117,123,21,West,Oklahoma City Thunder,26,West,Sacramento Kings,-6,240,0,Tuesday,February,2023,
858295,2023-03-01,,2022-2023,Final,4,Final,False,91,105,4,East,Charlotte Hornets,24,West,Phoenix Suns,-14,196,0,Wednesday,March,2023,
858299,2023-03-02,,2022-2023,Final,4,Final,False,133,126,7,West,Dallas Mavericks,23,East,Philadelphia 76ers,7,259,1,Thursday,March,2023,
858301,2023-03-03,,2022-2023,Final,4,Final,False,102,110,14,West,Los Angeles Lakers,18,West,Minnesota Timberwolves,-8,212,0,Friday,March,2023,
858313,2023-03-04,,2022-2023,Final,4,Final,False,110,122,27,West,San Antonio Spurs,11,West,Houston Rockets,-12,232,0,Saturday,March,2023,
858324,2023-03-05,,2022-2023,Final,4,Final,False,135,129,13,West,LA Clippers,15,West,Memphis Grizzlies,6,264,1,Sunday,March,2023,
858339,2023-03-08,,2022-2023,Final,4,Final,False,100,104,16,East,Miami Heat,6,East,Cleveland Cavaliers,-4,204,0,Wednesday,March,2023,
858351,2023-03-09,,2022-2023,Final,4,Final,False,118,113,17,East,Milwaukee Bucks,3,East,Brooklyn Nets,5,231,1,Thursday,March,2023,
